TBLID,GEOID,GEONAME,PROFTBL,PROFLN,TITLE,PRF_ESTIMATE,PRF_MG_ERROR,PCT_ESTIMATE,PCT_MG_ERROR
DP02,04000US48,Texas,1,11,Householder living alone,"2,493,457","+/-28,148",25.5,+/-0.3
DP02,04000US48,Texas,1,12,65 years and over,"818,397","+/-13,477",8.4,+/-0.1
DP02,04000US48,Texas,,12.3,,,,,
DP02,04000US48,Texas,1,13,Households with one or more people under 18 years,"3,491,908","+/-27,563",35.7,+/-0.3
DP02,04000US48,Texas,1,14,Households with one or more people 65 years and over,"2,495,115","+/-10,939",25.5,+/-0.1
DP02,04000US48,Texas,,14.3,,,,,
DP02,04000US48,Texas,1,15,Average household size,2.87,+/-0.01,(X),(X)
DP02,04000US48,Texas,1,16,Average family size,3.50,+/-0.01,(X),(X)
DP02,04000US48,Texas,,16.3,,,,,
DP02,04000US48,Texas,,16.5,RELATIONSHIP,,,,
DP02,04000US48,Texas,1,17,Population in households,"28,101,594",*****,"28,101,594",(X)
DP02,04000US48,Texas,1,18,Householder,"9,776,083","+/-21,679",34.8,+/-0.1
DP02,04000US48,Texas,1,19,Spouse,"4,870,099","+/-28,917",17.3,+/-0.1
DP02,04000US48,Texas,1,20,Child,"9,417,009","+/-44,739",33.5,+/-0.2
DP02,04000US48,Texas,1,21,Other relatives,"2,560,063","+/-42,926",9.1,+/-0.2
DP02,04000US48,Texas,1,22,Nonrelatives,"1,478,340","+/-28,968",5.3,+/-0.1
DP02,04000US48,Texas,1,23,Unmarried partner,"540,130","+/-14,046",1.9,+/-0.1
DP02,04000US48,Texas,,23.3,,,,,
DP02,04000US48,Texas,,23.5,MARITAL STATUS,,,,
DP02,04000US48,Texas,1,24,Males 15 years and over,"11,100,045","+/-6,604","11,100,045",(X)
DP02,04000US48,Texas,1,25,Never married,"4,117,115","+/-25,802",37.1,+/-0.2
DP02,04000US48,Texas,1,26,"Now married, except separated","5,516,077","+/-31,541",49.7,+/-0.3
DP02,04000US48,Texas,1,27,Separated,"205,852","+/-9,035",1.9,+/-0.1
DP02,04000US48,Texas,1,28,Widowed,"250,590","+/-7,049",2.3,+/-0.1
DP02,04000US48,Texas,1,29,Divorced,"1,010,411","+/-17,018",9.1,+/-0.2
DP02,04000US48,Texas,,29.3,,,,,
DP02,04000US48,Texas,1,30,Females 15 years and over,"11,435,078","+/-6,992","11,435,078",(X)
DP02,04000US48,Texas,1,31,Never married,"3,528,149","+/-24,335",30.9,+/-0.2
DP02,04000US48,Texas,1,32,"Now married, except separated","5,338,806","+/-34,722",46.7,+/-0.3
DP02,04000US48,Texas,1,33,Separated,"324,084","+/-12,860",2.8,+/-0.1
DP02,04000US48,Texas,1,34,Widowed,"895,514","+/-14,671",7.8,+/-0.1
DP02,04000US48,Texas,1,35,Divorced,"1,348,525","+/-21,561",11.8,+/-0.2
DP02,04000US48,Texas,,35.3,,,,,
DP02,04000US48,Texas,,35.5,FERTILITY,,,,
DP02,04000US48,Texas,1,36,Number of women 15 to 50 years old who had a birth in the past 12 months,"383,580","+/-15,108","383,580",(X)
DP02,04000US48,Texas,1,37,"Unmarried women (widowed, divorced, and never married)","133,721","+/-8,709",34.9,+/-1.5
DP02,04000US48,Texas,1,38,"Per 1,000 unmarried women",35,+/-2,(X),(X)
DP02,04000US48,Texas,1,39,"Per 1,000 women 15 to 50 years old",54,+/-2,(X),(X)
DP02,04000US48,Texas,1,40,"Per 1,000 women 15 to 19 years old",19,+/-3,(X),(X)
DP02,04000US48,Texas,1,41,"Per 1,000 women 20 to 34 years old",90,+/-4,(X),(X)
DP02,04000US48,Texas,1,42,"Per 1,000 women 35 to 50 years old",30,+/-2,(X),(X)
DP02,04000US48,Texas,,42.3,,,,,
DP02,04000US48,Texas,,42.5,GRANDPARENTS,,,,
DP02,04000US48,Texas,1,43,Number of grandparents living with own grandchildren under 18 years,"775,693","+/-18,121","775,693",(X)
DP02,04000US48,Texas,1,44,Grandparents responsible for grandchildren,"263,647","+/-12,033",34.0,+/-1.2
DP02,04000US48,Texas,,44.9,Years responsible for grandchildren,,,,
DP02,04000US48,Texas,1,45,Less than 1 year,"48,965","+/-5,055",6.3,+/-0.6
DP02,04000US48,Texas,1,46,1 or 2 years,"55,539","+/-5,500",7.2,+/-0.7
DP02,04000US48,Texas,1,47,3 or 4 years,"43,172","+/-4,437",5.6,+/-0.6
DP02,04000US48,Texas,1,48,5 or more years,"115,971","+/-8,511",15.0,+/-1.0
DP02,04000US48,Texas,,48.3,,,,,
DP02,04000US48,Texas,1,49,Number of grandparents responsible for own grandchildren under 18 years,"263,647","+/-12,033","263,647",(X)
DP02,04000US48,Texas,1,50,Who are female,"163,382","+/-7,277",62.0,+/-1.5
DP02,04000US48,Texas,1,51,Who are married,"184,994","+/-11,489",70.2,+/-2.1
DP02,04000US48,Texas,,51.3,,,,,
DP02,04000US48,Texas,,51.5,SCHOOL ENROLLMENT,,,,
DP02,04000US48,Texas,1,52,Population 3 years and over enrolled in school,"7,735,600","+/-29,994","7,735,600",(X)
DP02,04000US48,Texas,1,53,"Nursery school, preschool","451,161","+/-13,573",5.8,+/-0.2
DP02,04000US48,Texas,1,54,Kindergarten,"405,944","+/-13,455",5.2,+/-0.2
DP02,04000US48,Texas,1,55,Elementary school (grades 1-8),"3,338,393","+/-18,178",43.2,+/-0.3
DP02,04000US48,Texas,1,56,High school (grades 9-12),"1,673,965","+/-16,725",21.6,+/-0.2
DP02,04000US48,Texas,1,57,College or graduate school,"1,866,137","+/-25,236",24.1,+/-0.3
DP02,04000US48,Texas,,57.3,,,,,
DP02,04000US48,Texas,,57.5,EDUCATIONAL ATTAINMENT,,,,
DP02,04000US48,Texas,1,58,Population 25 years and over,"18,477,097","+/-11,694","18,477,097",(X)
DP02,04000US48,Texas,1,59,Less than 9th grade,"1,478,739","+/-24,519",8.0,+/-0.1
DP02,04000US48,Texas,1,60,"9th to 12th grade, no diploma","1,485,230","+/-26,687",8.0,+/-0.1
DP02,04000US48,Texas,1,61,High school graduate (includes equivalency),"4,627,856","+/-38,992",25.0,+/-0.2
DP02,04000US48,Texas,1,62,"Some college, no degree","3,949,496","+/-36,675",21.4,+/-0.2
DP02,04000US48,Texas,1,63,Associate's degree,"1,334,999","+/-18,479",7.2,+/-0.1
DP02,04000US48,Texas,1,64,Bachelor's degree,"3,627,047","+/-31,015",19.6,+/-0.2
DP02,04000US48,Texas,1,65,Graduate or professional degree,"1,973,730","+/-28,064",10.7,+/-0.2
DP02,04000US48,Texas,,65.3,,,,,
DP02,04000US48,Texas,1,66,High school graduate or higher,"15,513,128","+/-35,934",84.0,+/-0.2
DP02,04000US48,Texas,1,67,Bachelor's degree or higher,"5,600,777","+/-37,666",30.3,+/-0.2
DP02,04000US48,Texas,,67.3,,,,,
DP02,04000US48,Texas,,67.5,VETERAN STATUS,,,,
DP02,04000US48,Texas,1,68,Civilian population 18 years and over,"21,221,287","+/-6,086","21,221,287",(X)
DP02,04000US48,Texas,1,69,Civilian veterans,"1,435,787","+/-19,773",6.8,+/-0.1
DP02,04000US48,Texas,,69.3,,,,,
DP02,04000US48,Texas,,69.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,
DP02,04000US48,Texas,1,70,Total Civilian Noninstitutionalized Population,"28,243,191","+/-4,197","28,243,191",(X)
DP02,04000US48,Texas,1,71,With a disability,"3,221,165","+/-29,145",11.4,+/-0.1
DP02,04000US48,Texas,,71.3,,,,,
DP02,04000US48,Texas,1,72,Under 18 years,"7,389,503","+/-3,937","7,389,503",(X)
DP02,04000US48,Texas,1,73,With a disability,"301,808","+/-11,549",4.1,+/-0.2
DP02,04000US48,Texas,,73.3,,,,,
DP02,04000US48,Texas,1,74,18 to 64 years,"17,339,060","+/-8,048","17,339,060",(X)
DP02,04000US48,Texas,1,75,With a disability,"1,639,624","+/-24,279",9.5,+/-0.1
DP02,04000US48,Texas,,75.3,,,,,
DP02,04000US48,Texas,1,76,65 years and over,"3,514,628","+/-5,764","3,514,628",(X)
DP02,04000US48,Texas,1,77,With a disability,"1,279,733","+/-15,561",36.4,+/-0.4
DP02,04000US48,Texas,,77.3,,,,,
DP02,04000US48,Texas,,77.5,RESIDENCE 1 YEAR AGO,,,,
DP02,04000US48,Texas,1,78,Population 1 year and over,"28,333,482","+/-10,498","28,333,482",(X)
DP02,04000US48,Texas,1,79,Same house,"23,992,374","+/-61,744",84.7,+/-0.2
DP02,04000US48,Texas,1,80,Different house in the U.S.,"4,139,549","+/-57,554",14.6,+/-0.2
DP02,04000US48,Texas,1,81,Same county,"2,504,551","+/-48,304",8.8,+/-0.2
DP02,04000US48,Texas,1,82,Different county,"1,634,998","+/-36,574",5.8,+/-0.1
DP02,04000US48,Texas,1,83,Same state,"1,071,053","+/-30,908",3.8,+/-0.1
DP02,04000US48,Texas,1,84,Different state,"563,945","+/-24,840",2.0,+/-0.1
DP02,04000US48,Texas,1,85,Abroad,"201,559","+/-15,023",0.7,+/-0.1
DP02,04000US48,Texas,,85.3,,,,,
DP02,04000US48,Texas,,85.5,PLACE OF BIRTH,,,,
DP02,04000US48,Texas,1,86,Total population,"28,701,845",*****,"28,701,845",(X)
DP02,04000US48,Texas,1,87,Native,"23,773,820","+/-47,230",82.8,+/-0.2
DP02,04000US48,Texas,1,88,Born in United States,"23,326,116","+/-48,246",81.3,+/-0.2
DP02,04000US48,Texas,1,89,State of residence,"17,060,699","+/-66,668",59.4,+/-0.2
DP02,04000US48,Texas,1,90,Different state,"6,265,417","+/-48,394",21.8,+/-0.2
DP02,04000US48,Texas,1,91,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","447,704","+/-16,526",1.6,+/-0.1
DP02,04000US48,Texas,1,92,Foreign born,"4,928,025","+/-47,230",17.2,+/-0.2
DP02,04000US48,Texas,,92.3,,,,,
DP02,04000US48,Texas,,92.5,U.S. CITIZENSHIP STATUS,,,,
DP02,04000US48,Texas,1,93,Foreign-born population,"4,928,025","+/-47,230","4,928,025",(X)
DP02,04000US48,Texas,1,94,Naturalized U.S. citizen,"1,856,672","+/-27,636",37.7,+/-0.5
DP02,04000US48,Texas,1,95,Not a U.S. citizen,"3,071,353","+/-39,882",62.3,+/-0.5
DP02,04000US48,Texas,,95.3,,,,,
DP02,04000US48,Texas,,95.5,YEAR OF ENTRY,,,,
DP02,04000US48,Texas,1,96,Population born outside the United States,"5,375,729","+/-48,246","5,375,729",(X)
DP02,04000US48,Texas,,96.3,,,,,
DP02,04000US48,Texas,1,97,Native,"447,704","+/-16,526","447,704",(X)
DP02,04000US48,Texas,1,98,Entered 2010 or later,"124,279","+/-10,975",27.8,+/-1.8
DP02,04000US48,Texas,1,99,Entered before 2010,"323,425","+/-10,680",72.2,+/-1.8
DP02,04000US48,Texas,,99.3,,,,,
DP02,04000US48,Texas,1,100,Foreign born,"4,928,025","+/-47,230","4,928,025",(X)
DP02,04000US48,Texas,1,101,Entered 2010 or later,"1,187,292","+/-27,907",24.1,+/-0.5
DP02,04000US48,Texas,1,102,Entered before 2010,"3,740,733","+/-38,508",75.9,+/-0.5
DP02,04000US48,Texas,,102.3,,,,,
DP02,04000US48,Texas,,102.5,WORLD REGION OF BIRTH OF FOREIGN BORN,,,,
DP02,04000US48,Texas,1,103,"Foreign-born population, excluding population born at sea","4,928,025","+/-47,230","4,928,025",(X)
DP02,04000US48,Texas,1,104,Europe,"198,365","+/-9,425",4.0,+/-0.2
DP02,04000US48,Texas,1,105,Asia,"1,129,111","+/-15,852",22.9,+/-0.3
DP02,04000US48,Texas,1,106,Africa,"257,449","+/-17,411",5.2,+/-0.3
DP02,04000US48,Texas,1,107,Oceania,"14,398","+/-2,389",0.3,+/-0.1
DP02,04000US48,Texas,1,108,Latin America,"3,276,400","+/-42,456",66.5,+/-0.5
DP02,04000US48,Texas,1,109,Northern America,"52,302","+/-5,259",1.1,+/-0.1
DP02,04000US48,Texas,,109.3,,,,,
DP02,04000US48,Texas,,109.5,LANGUAGE SPOKEN AT HOME,,,,
DP02,04000US48,Texas,1,110,Population 5 years and over,"26,691,064","+/-5,461","26,691,064",(X)
DP02,04000US48,Texas,1,111,English only,"17,131,619","+/-52,944",64.2,+/-0.2
DP02,04000US48,Texas,1,112,Language other than English,"9,559,445","+/-52,243",35.8,+/-0.2
DP02,04000US48,Texas,1,113,"Speak English less than ""very well""","3,673,943","+/-38,933",13.8,+/-0.1
DP02,04000US48,Texas,1,114,Spanish,"7,836,986","+/-48,988",29.4,+/-0.2
DP02,04000US48,Texas,1,115,"Speak English less than ""very well""","3,106,302","+/-35,690",11.6,+/-0.1
DP02,04000US48,Texas,1,116,Other Indo-European languages,"607,616","+/-25,449",2.3,+/-0.1
DP02,04000US48,Texas,1,117,"Speak English less than ""very well""","148,538","+/-12,215",0.6,+/-0.1
DP02,04000US48,Texas,1,118,Asian and Pacific Islander languages,"832,205","+/-18,302",3.1,+/-0.1
DP02,04000US48,Texas,1,119,"Speak English less than ""very well""","345,998","+/-13,071",1.3,+/-0.1
DP02,04000US48,Texas,1,120,Other languages,"282,638","+/-19,362",1.1,+/-0.1
DP02,04000US48,Texas,1,121,"Speak English less than ""very well""","73,105","+/-8,447",0.3,+/-0.1
DP02,04000US48,Texas,,121.3,,,,,
DP02,04000US48,Texas,,121.5,ANCESTRY,,,,
DP02,04000US48,Texas,1,122,Total population,"28,701,845",*****,"28,701,845",(X)
DP02,04000US48,Texas,1,123,American,"1,608,286","+/-29,625",5.6,+/-0.1
DP02,04000US48,Texas,1,124,Arab,"156,707","+/-12,781",0.5,+/-0.1
DP02,04000US48,Texas,1,125,Czech,"175,308","+/-9,449",0.6,+/-0.1
DP02,04000US48,Texas,1,126,Danish,"45,369","+/-4,074",0.2,+/-0.1
DP02,04000US48,Texas,1,127,Dutch,"168,535","+/-9,399",0.6,+/-0.1
DP02,04000US48,Texas,1,128,English,"1,574,635","+/-31,714",5.5,+/-0.1
DP02,04000US48,Texas,1,129,French (except Basque),"485,409","+/-17,861",1.7,+/-0.1
DP02,04000US48,Texas,1,130,French Canadian,"66,945","+/-5,196",0.2,+/-0.1
DP02,04000US48,Texas,1,131,German,"2,320,898","+/-31,081",8.1,+/-0.1
DP02,04000US48,Texas,1,132,Greek,"53,488","+/-5,008",0.2,+/-0.1
DP02,04000US48,Texas,1,133,Hungarian,"33,494","+/-3,600",0.1,+/-0.1
DP02,04000US48,Texas,1,134,Irish,"1,663,330","+/-29,901",5.8,+/-0.1
DP02,04000US48,Texas,1,135,Italian,"501,465","+/-18,595",1.7,+/-0.1
DP02,04000US48,Texas,1,136,Lithuanian,"16,108","+/-2,576",0.1,+/-0.1
DP02,04000US48,Texas,1,137,Norwegian,"141,939","+/-9,573",0.5,+/-0.1
DP02,04000US48,Texas,1,138,Polish,"287,290","+/-12,407",1.0,+/-0.1
DP02,04000US48,Texas,1,139,Portuguese,"38,922","+/-5,074",0.1,+/-0.1
DP02,04000US48,Texas,1,140,Russian,"77,946","+/-6,440",0.3,+/-0.1
DP02,04000US48,Texas,1,141,Scotch-Irish,"237,352","+/-10,701",0.8,+/-0.1
DP02,04000US48,Texas,1,142,Scottish,"374,748","+/-15,661",1.3,+/-0.1
DP02,04000US48,Texas,1,143,Slovak,"13,737","+/-2,981",0.0,+/-0.1
DP02,04000US48,Texas,1,144,Subsaharan African,"417,130","+/-22,988",1.5,+/-0.1
DP02,04000US48,Texas,1,145,Swedish,"135,932","+/-8,521",0.5,+/-0.1
DP02,04000US48,Texas,1,146,Swiss,"37,346","+/-4,922",0.1,+/-0.1
DP02,04000US48,Texas,1,147,Ukrainian,"24,140","+/-4,023",0.1,+/-0.1
DP02,04000US48,Texas,1,148,Welsh,"103,888","+/-6,818",0.4,+/-0.1
DP02,04000US48,Texas,1,149,West Indian (excluding Hispanic origin groups),"79,564","+/-8,907",0.3,+/-0.1
DP02,04000US48,Texas,,149.3,,,,,
DP02,04000US48,Texas,,149.5,COMPUTERS AND INTERNET USE,,,,
DP02,04000US48,Texas,1,150,Total households,"9,776,083","+/-21,679","9,776,083",(X)
DP02,04000US48,Texas,1,151,With a computer,"9,037,927","+/-24,184",92.4,+/-0.1
DP02,04000US48,Texas,1,152,With a broadband Internet subscription,"8,262,153","+/-28,154",84.5,+/-0.2
DP02,04000US49,Utah,,0,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,04000US49,Utah,,0.5,SELECTED SOCIAL CHARACTERISTICS IN THE UNITED STATES,,,,
DP02,04000US49,Utah,,0.8,HOUSEHOLDS BY TYPE,,,,
DP02,04000US49,Utah,1,1,Total households,"998,891","+/-5,079","998,891",(X)
DP02,04000US49,Utah,1,2,Family households (families),"743,767","+/-8,138",74.5,+/-0.6
DP02,04000US49,Utah,1,3,With own children of the householder under 18 years,"367,477","+/-6,100",36.8,+/-0.6
DP02,04000US49,Utah,1,4,Married-couple family,"608,407","+/-7,007",60.9,+/-0.6
DP02,04000US49,Utah,1,5,With own children of the householder under 18 years,"297,394","+/-5,034",29.8,+/-0.5
DP02,04000US49,Utah,1,6,"Male householder, no wife present, family","44,835","+/-3,216",4.5,+/-0.3
DP02,04000US49,Utah,1,7,With own children of the householder under 18 years,"21,024","+/-2,445",2.1,+/-0.2
DP02,04000US49,Utah,1,8,"Female householder, no husband present, family","90,525","+/-4,424",9.1,+/-0.4
DP02,04000US49,Utah,1,9,With own children of the householder under 18 years,"49,059","+/-3,017",4.9,+/-0.3
DP02,04000US49,Utah,1,10,Nonfamily households,"255,124","+/-6,231",25.5,+/-0.6
DP02,04000US49,Utah,1,11,Householder living alone,"193,696","+/-6,007",19.4,+/-0.6
DP02,04000US49,Utah,1,12,65 years and over,"72,310","+/-3,512",7.2,+/-0.4
DP02,04000US49,Utah,,12.3,,,,,
DP02,04000US49,Utah,1,13,Households with one or more people under 18 years,"402,100","+/-6,281",40.3,+/-0.6
DP02,04000US49,Utah,1,14,Households with one or more people 65 years and over,"239,330","+/-3,029",24.0,+/-0.3
DP02,04000US49,Utah,,14.3,,,,,
DP02,04000US49,Utah,1,15,Average household size,3.12,+/-0.02,(X),(X)
DP02,04000US49,Utah,1,16,Average family size,3.61,+/-0.03,(X),(X)
DP02,04000US49,Utah,,16.3,,,,,
DP02,04000US49,Utah,,16.5,RELATIONSHIP,,,,
DP02,04000US49,Utah,1,17,Population in households,"3,112,996",*****,"3,112,996",(X)
DP02,04000US49,Utah,1,18,Householder,"998,891","+/-5,079",32.1,+/-0.2
DP02,04000US49,Utah,1,19,Spouse,"608,519","+/-7,105",19.5,+/-0.2
DP02,04000US49,Utah,1,20,Child,"1,122,219","+/-10,704",36.0,+/-0.3
DP02,04000US49,Utah,1,21,Other relatives,"207,443","+/-10,799",6.7,+/-0.3
DP02,04000US49,Utah,1,22,Nonrelatives,"175,924","+/-9,777",5.7,+/-0.3
DP02,04000US49,Utah,1,23,Unmarried partner,"47,870","+/-3,729",1.5,+/-0.1
DP02,04000US49,Utah,,23.3,,,,,
DP02,04000US49,Utah,,23.5,MARITAL STATUS,,,,
DP02,04000US49,Utah,1,24,Males 15 years and over,"1,192,750","+/-2,425","1,192,750",(X)
DP02,04000US49,Utah,1,25,Never married,"398,296","+/-6,367",33.4,+/-0.5
DP02,04000US49,Utah,1,26,"Now married, except separated","666,216","+/-7,668",55.9,+/-0.6
DP02,04000US49,Utah,1,27,Separated,"15,152","+/-2,080",1.3,+/-0.2
DP02,04000US49,Utah,1,28,Widowed,"19,349","+/-1,863",1.6,+/-0.2
DP02,04000US49,Utah,1,29,Divorced,"93,737","+/-5,087",7.9,+/-0.4
DP02,04000US49,Utah,,29.3,,,,,
DP02,04000US49,Utah,1,30,Females 15 years and over,"1,190,099","+/-2,138","1,190,099",(X)
DP02,04000US49,Utah,1,31,Never married,"330,039","+/-5,832",27.7,+/-0.5
DP02,04000US49,Utah,1,32,"Now married, except separated","654,405","+/-8,027",55.0,+/-0.7
DP02,04000US49,Utah,1,33,Separated,"19,120","+/-2,242",1.6,+/-0.2
DP02,04000US49,Utah,1,34,Widowed,"65,134","+/-3,310",5.5,+/-0.3
DP02,04000US49,Utah,1,35,Divorced,"121,401","+/-5,317",10.2,+/-0.4
DP02,04000US49,Utah,,35.3,,,,,
DP02,04000US49,Utah,,35.5,FERTILITY,,,,
DP02,04000US49,Utah,1,36,Number of women 15 to 50 years old who had a birth in the past 12 months,"52,085","+/-4,170","52,085",(X)
DP02,04000US49,Utah,1,37,"Unmarried women (widowed, divorced, and never married)","8,605","+/-1,678",16.5,+/-2.8
DP02,04000US49,Utah,1,38,"Per 1,000 unmarried women",23,+/-5,(X),(X)
DP02,04000US49,Utah,1,39,"Per 1,000 women 15 to 50 years old",66,+/-5,(X),(X)
DP02,04000US49,Utah,1,40,"Per 1,000 women 15 to 19 years old",9,+/-5,(X),(X)
DP02,04000US49,Utah,1,41,"Per 1,000 women 20 to 34 years old",115,+/-10,(X),(X)
DP02,04000US49,Utah,1,42,"Per 1,000 women 35 to 50 years old",33,+/-6,(X),(X)
DP02,04000US49,Utah,,42.3,,,,,
DP02,04000US49,Utah,,42.5,GRANDPARENTS,,,,
DP02,04000US49,Utah,1,43,Number of grandparents living with own grandchildren under 18 years,"64,566","+/-5,205","64,566",(X)
DP02,04000US49,Utah,1,44,Grandparents responsible for grandchildren,"14,687","+/-2,203",22.7,+/-3.0
DP02,04000US49,Utah,,44.9,Years responsible for grandchildren,,,,
DP02,04000US49,Utah,1,45,Less than 1 year,"3,249","+/-1,190",5.0,+/-1.8
DP02,04000US49,Utah,1,46,1 or 2 years,"4,236","+/-1,431",6.6,+/-2.2
DP02,04000US49,Utah,1,47,3 or 4 years,"1,618",+/-584,2.5,+/-0.9
DP02,04000US49,Utah,1,48,5 or more years,"5,584","+/-1,379",8.6,+/-2.1
DP02,04000US49,Utah,,48.3,,,,,
DP02,04000US49,Utah,1,49,Number of grandparents responsible for own grandchildren under 18 years,"14,687","+/-2,203","14,687",(X)
DP02,04000US49,Utah,1,50,Who are female,"8,185","+/-1,355",55.7,+/-4.0
DP02,04000US49,Utah,1,51,Who are married,"11,926","+/-2,314",81.2,+/-6.4
DP02,04000US49,Utah,,51.3,,,,,
DP02,04000US49,Utah,,51.5,SCHOOL ENROLLMENT,,,,
DP02,04000US49,Utah,1,52,Population 3 years and over enrolled in school,"1,011,152","+/-9,658","1,011,152",(X)
DP02,04000US49,Utah,1,53,"Nursery school, preschool","58,365","+/-3,738",5.8,+/-0.4
DP02,04000US49,Utah,1,54,Kindergarten,"48,289","+/-3,371",4.8,+/-0.3
DP02,04000US49,Utah,1,55,Elementary school (grades 1-8),"418,778","+/-5,055",41.4,+/-0.5
DP02,04000US49,Utah,1,56,High school (grades 9-12),"214,503","+/-4,193",21.2,+/-0.4
DP02,04000US49,Utah,1,57,College or graduate school,"271,217","+/-7,621",26.8,+/-0.6
DP02,04000US49,Utah,,57.3,,,,,
DP02,04000US49,Utah,,57.5,EDUCATIONAL ATTAINMENT,,,,
DP02,04000US49,Utah,1,58,Population 25 years and over,"1,871,902","+/-2,744","1,871,902",(X)
DP02,04000US49,Utah,1,59,Less than 9th grade,"47,361","+/-4,754",2.5,+/-0.3
DP02,04000US49,Utah,1,60,"9th to 12th grade, no diploma","94,721","+/-5,955",5.1,+/-0.3
DP02,04000US49,Utah,1,61,High school graduate (includes equivalency),"423,407","+/-10,772",22.6,+/-0.6
DP02,04000US49,Utah,1,62,"Some college, no degree","462,160","+/-10,445",24.7,+/-0.6
DP02,04000US49,Utah,1,63,Associate's degree,"191,808","+/-7,136",10.2,+/-0.4
DP02,04000US49,Utah,1,64,Bachelor's degree,"427,561","+/-9,394",22.8,+/-0.5
DP02,04000US49,Utah,1,65,Graduate or professional degree,"224,884","+/-7,009",12.0,+/-0.4
DP02,04000US49,Utah,,65.3,,,,,
DP02,04000US49,Utah,1,66,High school graduate or higher,"1,729,820","+/-8,595",92.4,+/-0.4
DP02,04000US49,Utah,1,67,Bachelor's degree or higher,"652,445","+/-11,694",34.9,+/-0.6
DP02,04000US49,Utah,,67.3,,,,,
DP02,04000US49,Utah,,67.5,VETERAN STATUS,,,,
DP02,04000US49,Utah,1,68,Civilian population 18 years and over,"2,225,558","+/-1,766","2,225,558",(X)
DP02,04000US49,Utah,1,69,Civilian veterans,"120,410","+/-5,392",5.4,+/-0.2
DP02,04000US49,Utah,,69.3,,,,,
DP02,04000US49,Utah,,69.5,DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION,,,,
DP02,04000US49,Utah,1,70,Total Civilian Noninstitutionalized Population,"3,135,573",+/-903,"3,135,573",(X)
DP02,04000US49,Utah,1,71,With a disability,"300,467","+/-9,296",9.6,+/-0.3
DP02,04000US49,Utah,,71.3,,,,,
DP02,04000US49,Utah,1,72,Under 18 years,"929,293","+/-1,489","929,293",(X)
DP02,04000US49,Utah,1,73,With a disability,"31,121","+/-3,383",3.3,+/-0.4
DP02,04000US49,Utah,,73.3,,,,,
DP02,04000US49,Utah,1,74,18 to 64 years,"1,859,529","+/-2,550","1,859,529",(X)
DP02,04000US49,Utah,1,75,With a disability,"155,329","+/-7,151",8.4,+/-0.4
DP02,04000US49,Utah,,75.3,,,,,
DP02,04000US49,Utah,1,76,65 years and over,"346,751","+/-1,844","346,751",(X)
DP02,04000US49,Utah,1,77,With a disability,"114,017","+/-3,900",32.9,+/-1.1
DP02,04000US49,Utah,,77.3,,,,,
DP02,04000US49,Utah,,77.5,RESIDENCE 1 YEAR AGO,,,,
DP02,04000US49,Utah,1,78,Population 1 year and over,"3,114,717","+/-3,345","3,114,717",(X)
DP02,04000US49,Utah,1,79,Same house,"2,583,764","+/-17,461",83.0,+/-0.5
DP02,04000US49,Utah,1,80,Different house in the U.S.,"508,857","+/-16,255",16.3,+/-0.5
DP02,04000US49,Utah,1,81,Same county,"308,234","+/-14,587",9.9,+/-0.5
DP02,04000US49,Utah,1,82,Different county,"200,623","+/-11,140",6.4,+/-0.4
DP02,04000US49,Utah,1,83,Same state,"99,799","+/-7,867",3.2,+/-0.3
DP02,04000US49,Utah,1,84,Different state,"100,824","+/-7,505",3.2,+/-0.2
DP02,04000US49,Utah,1,85,Abroad,"22,096","+/-4,992",0.7,+/-0.2
DP02,04000US49,Utah,,85.3,,,,,
DP02,04000US49,Utah,,85.5,PLACE OF BIRTH,,,,
DP02,04000US49,Utah,1,86,Total population,"3,161,105",*****,"3,161,105",(X)
DP02,04000US49,Utah,1,87,Native,"2,889,883","+/-9,031",91.4,+/-0.3
DP02,04000US49,Utah,1,88,Born in United States,"2,857,546","+/-8,901",90.4,+/-0.3
DP02,04000US49,Utah,1,89,State of residence,"1,937,030","+/-17,509",61.3,+/-0.6
DP02,04000US49,Utah,1,90,Different state,"920,516","+/-16,893",29.1,+/-0.5
DP02,04000US49,Utah,1,91,"Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","32,337","+/-3,286",1.0,+/-0.1
DP02,04000US49,Utah,1,92,Foreign born,"271,222","+/-9,031",8.6,+/-0.3
DP02,04000US49,Utah,,92.3,,,,,
DP02,04000US49,Utah,,92.5,U.S. CITIZENSHIP STATUS,,,,
DP02,04000US49,Utah,1,93,Foreign-born population,"271,222","+/-9,031","271,222",(X)
DP02,04000US49,Utah,1,94,Naturalized U.S. citizen,"111,797","+/-5,889",41.2,+/-2.1
DP02,04000US49,Utah,1,95,Not a U.S. citizen,"159,425","+/-8,989",58.8,+/-2.1
DP02,04000US49,Utah,,95.3,,,,,
DP02,04000US49,Utah,,95.5,YEAR OF ENTRY,,,,
DP02,04000US49,Utah,1,96,Population born outside the United States,"303,559","+/-8,901","303,559",(X)
DP02,04000US49,Utah,,96.3,,,,,
